Age,Gender,Marital Status,Education Level,Employment Status,Credit Utilization Ratio, Payment History ,Number of Credit Accounts, Loan Amount ,Interest Rate,Loan Term,Type of Loan,Age Group
45,Female,Married,High School,Self-Employed,0.49, 285 ,9,4414000,18.07,48,Personal Loan,forties
20,Male,Divorced,Master,Employed,0.47," 1,342 ",5,3158000,9.14,24,Home Loan,twenties
26,Female,Divorced,PhD,Employed,0.14," 2,714 ",7,149000,7.83,24,Personal Loan,twenties
38,Male,Married,PhD,Self-Employed,0.74, 114 ,3,1769000,19.02,36,Personal Loan,thirties
51,Female,Divorced,Bachelor,Self-Employed,0.75," 2,828 ",7,4310000,14.79,48,Personal Loan,fifties
26,Male,Married,Bachelor,Self-Employed,0.5," 2,800 ",4,537000,13.89,36,Auto Loan,twenties
20,Female,Single,Master,Self-Employed,0.49," 2,771 ",7,2178000,12.73,60,Personal Loan,twenties
37,Male,Single,Bachelor,Unemployed,0.82, 714 ,8,965000,14.32,60,Home Loan,thirties
32,Male,Married,High School,Employed,0.4," 1,000 ",4,1326000,9.1,60,Personal Loan,thirties
23,Female,Single,Master,Unemployed,0.63, 828 ,4,2920000,9.1,12,Home Loan,twenties
61,Male,Single,High School,Self-Employed,0.36," 1,257 ",7,2172000,7.08,12,Personal Loan,sixties
20,Male,Divorced,Master,Employed,0.29," 1,000 ",10,945000,9.19,36,Auto Loan,twenties
41,Female,Married,High School,Unemployed,0.01," 2,000 ",3,2878000,7.85,36,Home Loan,forties
53,Female,Married,Master,Employed,0.58, 314 ,2,1195000,12.96,60,Personal Loan,fifties
57,Male,Married,PhD,Employed,0.07," 1,971 ",10,2976000,6.73,48,Personal Loan,fifties
29,Male,Married,Bachelor,Self-Employed,0.55, 914 ,9,3014000,18.0,48,Home Loan,twenties
27,Female,Married,PhD,Self-Employed,0.52," 1,828 ",1,1500000,12.38,24,Auto Loan,twenties
56,Male,Divorced,Bachelor,Unemployed,0.81," 1,800 ",9,4407000,19.46,24,Auto Loan,fifties
44,Female,Single,Master,Employed,0.18, 571 ,10,1927000,12.25,12,Home Loan,forties
52,Female,Single,Bachelor,Self-Employed,0.71," 2,000 ",2,1535000,5.25,60,Personal Loan,fifties
22,Male,Single,Bachelor,Self-Employed,0.87, 171 ,4,1861000,11.16,12,Home Loan,twenties
60,Female,Single,High School,Unemployed,0.88, 942 ,3,3525000,18.07,36,Auto Loan,sixties
60,Male,Single,Bachelor,Unemployed,0.97, 628 ,5,231000,11.21,60,Personal Loan,sixties
64,Female,Divorced,Master,Unemployed,0.63," 2,000 ",4,3809000,5.19,36,Personal Loan,sixties
60,Female,Married,PhD,Employed,0.73," 1,571 ",6,1344000,18.14,12,Auto Loan,sixties
49,Male,Married,Bachelor,Unemployed,0.49," 2,657 ",3,2466000,1.4,24,Personal Loan,forties
63,Male,Married,Bachelor,Employed,0.43," 1,657 ",7,941000,14.76,24,Home Loan,sixties
58,Male,Single,PhD,Employed,0.11, 28 ,1,1209000,5.72,12,Auto Loan,fifties
60,Male,Married,High School,Unemployed,0.74," 1,228 ",2,1797000,3.65,60,Auto Loan,sixties
39,Female,Single,Bachelor,Employed,0.06," 2,514 ",5,4660000,3.34,12,Personal Loan,thirties
38,Male,Divorced,PhD,Employed,0.0, 800 ,1,2001000,9.12,24,Auto Loan,thirties
38,Male,Divorced,PhD,Unemployed,0.88, 400 ,8,1522000,19.82,24,Personal Loan,thirties
42,Male,Divorced,Master,Employed,0.36, 285 ,1,1368000,4.38,60,Auto Loan,forties
31,Female,Married,Master,Unemployed,0.82," 1,257 ",2,2374000,18.41,36,Auto Loan,thirties
24,Male,Married,Bachelor,Self-Employed,0.15," 1,628 ",8,665000,3.15,48,Home Loan,twenties
29,Male,Single,Bachelor,Employed,0.77," 1,285 ",6,4246000,9.05,48,Home Loan,twenties
41,Male,Divorced,Bachelor,Self-Employed,0.42," 1,800 ",9,4578000,10.36,60,Personal Loan,forties
25,Female,Divorced,Bachelor,Unemployed,0.09," 1,314 ",1,1805000,19.88,12,Auto Loan,twenties
50,Male,Married,High School,Self-Employed,0.36," 2,828 ",3,2572000,9.75,60,Auto Loan,fifties
33,Male,Married,Bachelor,Employed,0.96," 2,571 ",3,3266000,14.93,48,Auto Loan,thirties
64,Male,Divorced,High School,Self-Employed,0.84, 571 ,1,1332000,7.94,12,Personal Loan,sixties
20,Female,Married,Bachelor,Self-Employed,0.74," 2,714 ",9,2612000,9.93,36,Auto Loan,twenties
64,Male,Single,High School,Employed,0.06," 2,342 ",1,1556000,10.56,12,Auto Loan,sixties
63,Female,Divorced,Master,Unemployed,0.5," 2,571 ",4,3654000,18.7,36,Personal Loan,sixties
44,Male,Divorced,Bachelor,Self-Employed,0.62, 800 ,7,1641000,16.63,60,Home Loan,forties
64,Female,Single,Master,Unemployed,0.64," 1,371 ",3,559000,16.26,48,Personal Loan,sixties
26,Male,Married,Master,Unemployed,0.78," 1,200 ",1,2109000,6.36,60,Personal Loan,twenties
33,Male,Single,Bachelor,Unemployed,0.2, 114 ,4,2358000,2.62,60,Home Loan,thirties
56,Female,Married,High School,Self-Employed,0.09," 1,114 ",1,3092000,15.28,48,Home Loan,fifties
40,Female,Divorced,Master,Employed,0.7, 342 ,6,3517000,18.03,60,Personal Loan,forties
29,Male,Divorced,PhD,Self-Employed,0.59, 114 ,5,1452000,3.88,48,Personal Loan,twenties
25,Male,Married,Bachelor,Unemployed,0.16," 1,828 ",9,4490000,18.67,36,Auto Loan,twenties
41,Female,Single,PhD,Employed,0.89," 2,828 ",7,2106000,4.97,60,Home Loan,forties
29,Female,Married,High School,Employed,0.77," 1,114 ",9,831000,10.48,48,Auto Loan,twenties
38,Male,Married,Master,Unemployed,0.36, 314 ,2,1603000,14.5,48,Auto Loan,thirties
36,Female,Divorced,Bachelor,Employed,0.97," 1,771 ",1,3149000,17.32,48,Auto Loan,thirties
63,Male,Single,Master,Unemployed,0.84," 1,142 ",6,800000,13.96,60,Auto Loan,sixties
63,Male,Divorced,High School,Unemployed,0.79," 2,542 ",9,167000,3.94,12,Auto Loan,sixties
30,Female,Married,Bachelor,Self-Employed,0.87," 2,428 ",2,3027000,9.85,60,Auto Loan,thirties
25,Male,Divorced,High School,Self-Employed,0.77, 714 ,7,2858000,2.22,36,Home Loan,twenties
33,Female,Married,Master,Self-Employed,0.04, 542 ,8,1321000,13.16,36,Home Loan,thirties
58,Female,Married,Master,Self-Employed,0.98, 771 ,1,1874000,17.49,48,Auto Loan,fifties
60,Male,Married,Bachelor,Employed,0.27, 285 ,5,3887000,17.55,60,Personal Loan,sixties
36,Male,Married,High School,Self-Employed,0.34," 2,742 ",5,1480000,4.77,48,Auto Loan,thirties
54,Male,Divorced,PhD,Self-Employed,0.91," 2,085 ",7,183000,11.66,60,Personal Loan,fifties
62,Male,Single,Master,Employed,0.15," 1,657 ",3,4290000,17.42,12,Home Loan,sixties
36,Male,Single,Bachelor,Unemployed,0.45," 2,114 ",2,406000,5.15,24,Auto Loan,thirties
54,Male,Divorced,PhD,Employed,0.35, 685 ,10,221000,8.03,36,Personal Loan,fifties
39,Male,Divorced,PhD,Unemployed,1.0," 1,485 ",7,3051000,7.69,60,Auto Loan,thirties
41,Male,Married,PhD,Self-Employed,0.37," 2,000 ",10,1464000,11.31,48,Auto Loan,forties
64,Female,Divorced,Master,Unemployed,0.62, 342 ,2,971000,2.7,12,Home Loan,sixties
26,Female,Divorced,High School,Unemployed,0.44," 2,114 ",1,2532000,17.18,24,Personal Loan,twenties
55,Female,Married,Bachelor,Self-Employed,0.95," 1,257 ",8,3564000,18.25,48,Personal Loan,fifties
34,Female,Single,Master,Self-Employed,0.84," 1,514 ",4,135000,18.1,48,Personal Loan,thirties
21,Male,Single,Master,Self-Employed,0.17," 2,085 ",7,2129000,11.56,48,Personal Loan,twenties
61,Female,Married,PhD,Employed,0.94," 1,400 ",3,3482000,18.18,60,Personal Loan,sixties
34,Male,Divorced,Bachelor,Unemployed,0.12," 2,085 ",7,2283000,16.91,24,Auto Loan,thirties
25,Male,Married,PhD,Employed,0.63," 2,142 ",3,333000,12.74,60,Personal Loan,twenties
44,Male,Divorced,Bachelor,Self-Employed,0.63," 2,828 ",6,1665000,5.55,24,Auto Loan,forties
54,Male,Divorced,PhD,Self-Employed,0.66," 1,000 ",2,1306000,12.92,60,Personal Loan,fifties
49,Male,Married,Bachelor,Self-Employed,0.26, 657 ,2,749000,10.39,36,Personal Loan,forties
26,Female,Married,PhD,Employed,0.49," 2,285 ",2,1864000,14.06,48,Auto Loan,twenties
48,Male,Married,Master,Employed,0.9," 2,400 ",10,364000,3.23,36,Auto Loan,forties
59,Male,Married,Master,Employed,0.19, 85 ,9,293000,10.84,24,Personal Loan,fifties
27,Male,Married,Master,Employed,0.22," 2,657 ",3,2345000,6.2,24,Personal Loan,twenties
65,Female,Single,PhD,Self-Employed,0.51," 1,457 ",4,2198000,4.29,36,Auto Loan,sixties
57,Female,Married,Bachelor,Unemployed,0.49," 1,628 ",7,2379000,16.5,60,Personal Loan,fifties
44,Female,Married,Master,Self-Employed,0.9, 228 ,8,1503000,17.9,60,Auto Loan,forties
46,Female,Divorced,Master,Self-Employed,0.03, 657 ,6,3702000,16.03,36,Personal Loan,forties
33,Female,Single,Bachelor,Self-Employed,0.12," 1,142 ",1,2859000,5.06,60,Auto Loan,thirties
55,Male,Single,Master,Unemployed,0.21, 771 ,2,4806000,6.28,60,Home Loan,fifties
56,Female,Divorced,PhD,Self-Employed,0.81, 714 ,4,517000,16.25,48,Personal Loan,fifties
46,Male,Married,PhD,Employed,0.6," 2,142 ",7,2083000,11.95,36,Personal Loan,forties
56,Male,Single,Master,Employed,0.84," 1,457 ",1,4575000,18.44,12,Auto Loan,fifties
21,Male,Single,High School,Self-Employed,0.72," 1,000 ",6,3001000,8.61,60,Auto Loan,twenties
59,Male,Single,Master,Unemployed,0.98," 1,800 ",2,3237000,18.82,12,Personal Loan,fifties
23,Male,Married,High School,Self-Employed,0.86," 2,628 ",7,1999000,4.23,24,Home Loan,twenties
54,Male,Divorced,High School,Self-Employed,0.88, 142 ,2,503000,19.0,12,Auto Loan,fifties
64,Female,Single,Bachelor,Employed,0.58, 428 ,3,2779000,17.38,60,Auto Loan,sixties
48,Male,Divorced,Bachelor,Unemployed,0.48," 1,771 ",5,2800000,15.68,48,Personal Loan,forties
36,Female,Divorced,High School,Self-Employed,0.56, 885 ,4,754000,2.43,48,Personal Loan,thirties
20,Male,Single,PhD,Employed,0.49," 1,228 ",4,4526000,10.76,36,Auto Loan,twenties
49,Male,Divorced,High School,Employed,0.22," 1,314 ",7,3895000,17.49,60,Personal Loan,forties
32,Male,Single,PhD,Employed,0.69," 2,085 ",2,1336000,9.76,12,Home Loan,thirties
35,Male,Single,Bachelor,Self-Employed,0.03," 2,400 ",9,3897000,7.69,12,Home Loan,thirties
42,Female,Married,Bachelor,Self-Employed,0.5," 1,857 ",6,546000,9.39,36,Personal Loan,forties
61,Female,Divorced,PhD,Employed,0.29," 1,457 ",3,2415000,11.06,48,Home Loan,sixties
26,Male,Divorced,Bachelor,Employed,0.22, 171 ,1,4925000,6.06,12,Home Loan,twenties
37,Male,Divorced,PhD,Self-Employed,0.39, 800 ,5,4254000,4.91,24,Auto Loan,thirties
38,Female,Divorced,High School,Employed,0.19," 2,542 ",10,4099000,15.04,24,Personal Loan,thirties
63,Male,Married,Bachelor,Self-Employed,0.9, 514 ,1,4081000,9.13,12,Personal Loan,sixties
24,Male,Divorced,High School,Unemployed,0.35," 1,714 ",10,108000,10.28,24,Auto Loan,twenties
22,Male,Divorced,Master,Employed,0.53, 600 ,3,888000,2.9,36,Auto Loan,twenties
42,Female,Divorced,PhD,Self-Employed,0.36, 28 ,6,2626000,14.49,60,Home Loan,forties
50,Male,Single,High School,Employed,0.98, 800 ,3,3096000,10.46,24,Home Loan,fifties
64,Female,Single,Bachelor,Unemployed,0.09," 1,371 ",2,2398000,17.67,60,Auto Loan,sixties
31,Female,Divorced,Master,Self-Employed,0.39," 1,514 ",5,2695000,4.62,60,Home Loan,thirties
41,Male,Single,PhD,Unemployed,0.97," 1,257 ",5,1024000,19.42,48,Home Loan,forties
49,Male,Divorced,Master,Unemployed,0.56, 571 ,5,4184000,6.48,36,Personal Loan,forties
22,Male,Single,High School,Employed,0.49, -   ,7,3055000,13.54,12,Personal Loan,twenties
28,Female,Single,Bachelor,Employed,0.71, 514 ,4,3724000,12.12,12,Auto Loan,twenties
22,Female,Single,Bachelor,Unemployed,0.64," 1,542 ",7,923000,17.97,36,Home Loan,twenties
31,Female,Divorced,Master,Unemployed,0.14," 2,800 ",4,2197000,3.58,60,Personal Loan,thirties
39,Male,Single,PhD,Unemployed,0.18," 2,857 ",7,906000,3.63,48,Home Loan,thirties
52,Female,Single,Master,Self-Employed,0.47," 1,485 ",8,332000,18.34,12,Auto Loan,fifties
28,Female,Married,Master,Employed,0.62," 2,057 ",5,549000,15.35,48,Personal Loan,twenties
62,Male,Single,PhD,Employed,0.08, 971 ,2,2897000,12.29,36,Home Loan,sixties
64,Female,Married,High School,Unemployed,0.58," 1,857 ",1,1820000,10.81,60,Home Loan,sixties
28,Male,Divorced,Bachelor,Self-Employed,0.63," 2,628 ",1,4168000,12.85,24,Personal Loan,twenties
20,Male,Divorced,High School,Unemployed,0.1, 742 ,2,4074000,1.47,60,Auto Loan,twenties
23,Male,Single,PhD,Self-Employed,0.98, 857 ,9,2283000,16.61,48,Home Loan,twenties
27,Female,Married,High School,Employed,0.14," 2,714 ",4,1533000,10.72,60,Personal Loan,twenties
50,Female,Single,High School,Unemployed,0.49," 2,428 ",5,3382000,8.33,12,Auto Loan,fifties
47,Male,Married,Master,Self-Employed,0.12," 1,400 ",1,4970000,6.75,60,Auto Loan,forties
42,Male,Single,PhD,Self-Employed,0.01, 571 ,6,4300000,17.26,60,Personal Loan,forties
65,Female,Divorced,High School,Employed,0.66," 1,285 ",10,2946000,9.73,24,Auto Loan,sixties
39,Female,Married,PhD,Self-Employed,0.96," 2,200 ",3,4932000,14.46,60,Home Loan,thirties
36,Male,Divorced,Master,Unemployed,0.96," 1,257 ",10,3487000,2.28,12,Home Loan,thirties
34,Male,Divorced,High School,Self-Employed,0.93," 1,714 ",6,2042000,19.65,24,Personal Loan,thirties
44,Female,Married,High School,Unemployed,0.25, 114 ,2,3804000,15.5,60,Home Loan,forties
31,Female,Married,PhD,Self-Employed,0.13," 2,314 ",10,4768000,4.79,36,Auto Loan,thirties
63,Female,Married,Bachelor,Unemployed,0.16," 1,914 ",4,822000,12.06,12,Personal Loan,sixties
28,Male,Single,PhD,Unemployed,0.55, 257 ,6,1654000,13.96,60,Auto Loan,twenties
33,Female,Divorced,Master,Self-Employed,0.62," 2,028 ",3,663000,9.34,48,Personal Loan,thirties
25,Male,Divorced,Master,Employed,0.12, 828 ,1,4634000,7.29,24,Auto Loan,twenties
44,Female,Married,Bachelor,Self-Employed,0.07," 2,085 ",4,4443000,18.7,60,Auto Loan,forties
59,Male,Divorced,High School,Unemployed,0.47, 942 ,1,371000,7.42,36,Personal Loan,fifties
23,Male,Married,Master,Unemployed,0.91, 200 ,4,4240000,2.39,60,Home Loan,twenties
22,Female,Married,PhD,Unemployed,0.74, 285 ,9,4116000,18.99,36,Home Loan,twenties
26,Male,Single,Bachelor,Unemployed,0.35," 1,742 ",5,2011000,1.41,12,Personal Loan,twenties
54,Female,Divorced,High School,Unemployed,0.48," 1,400 ",7,1151000,9.16,48,Home Loan,fifties
27,Female,Married,Master,Self-Employed,0.19," 1,571 ",1,2098000,5.41,60,Personal Loan,twenties
46,Male,Married,Bachelor,Employed,0.08, 457 ,8,1615000,6.37,36,Auto Loan,forties
61,Male,Single,Bachelor,Unemployed,0.4," 2,400 ",2,744000,2.45,60,Personal Loan,sixties
65,Female,Married,PhD,Unemployed,0.3," 1,314 ",9,2555000,17.51,24,Home Loan,sixties
40,Male,Married,Master,Self-Employed,0.71," 2,257 ",8,2447000,2.49,24,Home Loan,forties
39,Male,Married,Master,Unemployed,0.82, 514 ,1,2072000,14.27,48,Personal Loan,thirties
51,Male,Single,Master,Unemployed,0.38, 285 ,1,2441000,17.24,48,Auto Loan,fifties
44,Female,Single,High School,Employed,0.21, 657 ,7,4567000,1.99,36,Personal Loan,forties
42,Male,Divorced,Master,Self-Employed,0.81," 2,142 ",4,329000,7.48,60,Auto Loan,forties
23,Male,Divorced,PhD,Unemployed,0.93," 1,028 ",9,3988000,9.05,60,Home Loan,twenties
30,Female,Single,Bachelor,Employed,0.91," 1,000 ",5,818000,19.98,60,Auto Loan,thirties
56,Female,Married,Master,Self-Employed,0.27, 914 ,10,204000,3.36,60,Home Loan,fifties
36,Male,Single,PhD,Employed,0.44," 1,685 ",1,3109000,10.12,60,Personal Loan,thirties
23,Male,Single,Master,Employed,0.44, 942 ,5,2277000,17.51,24,Personal Loan,twenties
31,Male,Divorced,High School,Employed,0.11, 114 ,3,4351000,17.35,60,Auto Loan,thirties
55,Male,Married,Master,Self-Employed,0.02," 1,285 ",9,475000,12.41,36,Personal Loan,fifties
52,Female,Married,High School,Employed,0.2," 2,085 ",6,3589000,2.36,48,Auto Loan,fifties
21,Female,Divorced,Master,Self-Employed,0.98," 2,371 ",6,4048000,18.91,36,Home Loan,twenties
30,Female,Married,Master,Employed,0.91, 85 ,2,1874000,16.35,60,Home Loan,thirties
52,Female,Married,PhD,Unemployed,0.03," 2,628 ",3,3297000,15.49,12,Personal Loan,fifties
56,Female,Divorced,High School,Unemployed,0.8," 2,200 ",8,4499000,10.89,36,Auto Loan,fifties
56,Female,Married,Master,Employed,0.8," 1,314 ",4,3924000,6.98,12,Home Loan,fifties
48,Female,Single,High School,Self-Employed,0.56, 257 ,6,4161000,12.5,48,Auto Loan,forties
56,Male,Divorced,Bachelor,Self-Employed,0.67," 2,428 ",3,2283000,16.12,36,Auto Loan,fifties
25,Female,Single,Bachelor,Unemployed,0.49," 2,800 ",4,1609000,17.65,12,Personal Loan,twenties
46,Female,Divorced,PhD,Unemployed,0.1, 114 ,7,301000,14.11,12,Personal Loan,forties
53,Female,Single,Master,Employed,0.4," 2,028 ",4,2561000,3.26,36,Home Loan,fifties
59,Male,Divorced,High School,Employed,0.74," 1,285 ",8,3530000,12.99,48,Auto Loan,fifties
64,Male,Divorced,Bachelor,Unemployed,0.77," 1,857 ",2,1377000,18.02,60,Home Loan,sixties
63,Female,Single,Master,Self-Employed,0.18," 2,628 ",10,2443000,18.95,12,Personal Loan,sixties
51,Female,Married,PhD,Self-Employed,0.32," 1,142 ",3,1301000,1.8,24,Auto Loan,fifties
37,Female,Married,Master,Self-Employed,0.17," 1,028 ",5,4182000,9.34,24,Auto Loan,thirties
